Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,WAZ_WHO,HAZ_WHO,WHZ_WHO,Flag_WHO,FLAG_HAZ,FLAG_WHZ,stunting_ch,wasting_ch,overweight_ch,CHWEIGHT
Total,2000,Urban,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Middle,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Urban,Central,Richest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,nan,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,nan,0,0,100,100,100,100,0,0,0,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,100,0,0,100,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,0,0,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.22,-2.971,0.881,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.935,-1.119,-0.427,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,-2.07,-2.021,-1.533,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,-0.759,-0.642,-0.39,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,-1.349,-2.11,0.158,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.653,-2.737,0.061,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-0.744,-2.0,0.592,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,-0.853,-0.407,-0.898,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,0.506,0.749,-0.034,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,0.517,0.525,0.321,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-9.791,1.796,-12.99,"WAZ, WHZ",No error,Error flag,0.0,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.79,-1.826,0.483,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,-1.592,-1.189,-1.335,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,-1.765,-0.998,-1.849,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.551,-1.284,-1.152,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-5.76,-1.144,-7.088,WHZ,No error,Error flag,0.0,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.814,-2.852,-0.146,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.298,-1.699,-0.521,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.106,-2.128,0.149,,No error,No error,100.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.949,-1.552,-0.074,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.019,-0.255,-1.33,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,0,0,100,,,0.587,4.005,-1.564,,No error,No error,0.0,0.0,0.0,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,0,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,100,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Rich,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,nan,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,nan,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,1.1892693278125306
Total,2000,Rural,Central,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,-0.772,-3.416,1.659,,No error,No error,100.0,0.0,0.0,1.1892693278125306
