Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,mother_edu,bw_less_25,bw_equal_25,bw_available,low_bw,iron_supp,wmweight,anc_3_components,inst_delivery,early_bf,anc_4_visits,caesarean_del,health_check_after_birth,pnc_2_days,pnc_health_provider,pnc_mother
Total,2012,Rural,South,Poor,"Other, Missing, DK",Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.9546678500976098,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,100.0,1.3080727644473908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,1.3080727644473908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,1.3080727644473908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,1.3080727644473908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,1.3080727644473908,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,1.3080727644473908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,1.2556559730490806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,1.2556559730490806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,1.2556559730490806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,100.0,1.2556559730490806,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,1.2556559730490806,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,100.0,0.7854005007895228,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.7854005007895228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,72.48062015503875,100.0,0.7854005007895228,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,0.983597178888446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,100.0,0.983597178888446,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.983597178888446,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.975481611208407,100.0,0.983597178888446,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.983597178888446,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,1.0282776349614395,100.0,0.983597178888446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.983597178888446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,0.983597178888446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,1.0,1,8.975481611208407,100.0,0.983597178888446,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Urban,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.6092624312354873,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Urban,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,1.0,1,8.975481611208407,100.0,0.6092624312354873,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Urban,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,1.0282776349614395,100.0,0.6092624312354873,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0
Total,2012,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,1.0282776349614395,100.0,0.6092624312354873,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0
Total,2012,Urban,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,72.48062015503875,100.0,0.6092624312354873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Urban,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,8.975481611208407,100.0,0.6092624312354873,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Urban,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.6092624312354873,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8920389308536174,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,72.48062015503875,100.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,100.0,0.8920389308536174,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8920389308536174,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8920389308536174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8769660764152305,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,2.272727272727273,0.0,0.8769660764152305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,100.0,0.8769660764152305,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8769660764152305,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.8769660764152305,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8769660764152305,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,100.0,0.8769660764152305,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.6138762534906615,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.6138762534906615,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.975481611208407,0.0,0.6138762534906615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.6138762534906615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.6138762534906615,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,72.48062015503875,0.0,0.6138762534906615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,72.48062015503875,0.0,0.6138762534906615,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.6138762534906615,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.975481611208407,100.0,0.8260246646234638,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.272727272727273,0.0,0.8260246646234638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,100.0,0.8260246646234638,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Higher,0.0,0.0,1,8.975481611208407,100.0,0.8260246646234638,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7141009479381165,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,72.48062015503875,100.0,0.7141009479381165,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,0.0,0.7141009479381165,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.272727272727273,0.0,0.7141009479381165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.0282776349614395,100.0,0.7141009479381165,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7141009479381165,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Female,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,100.0,0.7985823828595332,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,100.0,0.7985823828595332,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7985823828595332,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,1.0282776349614395,100.0,0.7952487829310841,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,100.0,0.7952487829310841,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,0.0,0.7952487829310841,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7952487829310841,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7952487829310841,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.7952487829310841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,1.0,0.0,1,72.48062015503875,100.0,0.7952487829310841,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,100.0,0.7952487829310841,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,8.975481611208407,100.0,0.8883150491688395,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.8883150491688395,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.8883150491688395,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poorest,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,1.0,0.0,1,8.975481611208407,100.0,0.8883150491688395,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.8045009848377618,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,0.0,0.8045009848377618,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,0.8045009848377618,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,0.0,0.7068223059557969,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7068223059557969,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.7068223059557969,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.7068223059557969,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,72.48062015503875,100.0,0.7068223059557969,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,1.0,1,8.975481611208407,100.0,0.7068223059557969,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.79803912953786,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,0.0,0.79803912953786,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,1.0,1,8.975481611208407,100.0,0.79803912953786,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.79803912953786,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Female,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.79803912953786,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,2.272727272727273,0.0,0.8977940207300926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.8977940207300926,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.8977940207300926,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,72.48062015503875,0.0,0.8977940207300926,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,2.272727272727273,0.0,0.8977940207300926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.975481611208407,100.0,0.8977940207300926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,72.48062015503875,0.0,0.9299767123776438,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Female,Mother Edu: Primary,,,0,8.975481611208407,100.0,0.9299767123776438,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,8.975481611208407,0.0,0.9299767123776438,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: YES,Female,Mother Edu: Secondary,,,0,8.975481611208407,0.0,0.9299767123776438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,1.0,1,8.975481611208407,0.0,0.9453694303756188,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,0.0,0.9453694303756188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,1.0,1,8.975481611208407,0.0,0.9453694303756188,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,1.0,1,8.975481611208407,100.0,0.9453694303756188,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,8.975481611208407,0.0,0.9453694303756188,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,72.48062015503875,0.0,0.997548911922325,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,1.0282776349614395,100.0,0.997548911922325,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,8.975481611208407,100.0,0.997548911922325,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0
Total,2012,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.653846153846153,0.0,0.997548911922325,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,0.0,0.997548911922325,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,1.0282776349614395,100.0,0.997548911922325,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,8.975481611208407,0.0,1.0142303318541364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,1.0142303318541364,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Total,2012,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,8.975481611208407,100.0,1.0142303318541364,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
